port_key,port_id,port_name,country,latitude,longitude,harbor_size,harbor_type,max_vessel
wilhelmshaven_de,30910,Wilhelmshaven,De,53.533333,8.166667,S,CT,M
emden_de,30950,Emden,De,53.333333,7.183333,M,RT,M
leer_de,30960,Leer,De,53.233333,7.45,V,RT,M
papenburg_de,30970,Papenburg,De,53.1,7.383333,S,LC,M
delfzijl_nl,30990,Delfzijl,Nl,53.333333,6.933333,S,CT,M
harlingen_nl,31010,Harlingen,Nl,53.183333,5.416667,V,CT,M
den_helder_nl,31020,Den Helder,Nl,52.966667,4.783333,S,RB,M
isla_san_marcos_mx,15880,Isla San Marcos,Mx,27.183333,-112.1,V,OR,M
san_juan_de_la_costa_mx,15915,San Juan De La Costa,Mx,24.4,-110.7,V,OR,L
la_paz_mx,15920,La Paz,Mx,24.166667,-110.316667,S,CN,M
ensenada_mx,15990,Ensenada,Mx,31.866667,-116.633333,M,CB,L
rosarito_mx,15995,Rosarito,Mx,32.366667,-117.1,V,OR,L
san_diego_us,16010,San Diego,Us,32.716667,-117.183333,M,CN,L
wilson_cove_us,16030,Wilson Cove,Us,33.0,-118.55,V,CN,
isthmus_cove_us,16040,Isthmus Cove,Us,33.45,-118.5,V,CN,
port_aux_basques_ca,1795,Port Aux Basques,Ca,47.566667,-59.133333,S,CN,M
stephenville_ca,1810,Stephenville,Ca,48.533333,-58.533333,V,CB,L
st_george_s_ca,1820,St George'S,Ca,48.45,-58.45,S,CN,L
corner_brook_ca,1830,Corner Brook,Ca,48.95,-57.95,S,CN,L
blanc_sablon_ca,1880,Blanc Sablon,Ca,51.416667,-57.133333,V,RN,M
havre_st_pierre_ca,1890,Havre St Pierre,Ca,50.233333,-63.6,V,CN,M
pointe_noire_ca,1957,Pointe Noire,Ca,50.166667,-66.483333,S,RN,L
port_cartier_ca,1958,Port Cartier,Ca,50.033333,-66.783333,V,RN,L
matane_ca,1990,Matane,Ca,48.85,-67.533333,V,RN,M
baie_comeau_ca,2015,Baie Comeau,Ca,49.233333,-68.133333,S,RN,L
la_baie_port_alfred_ca,2110,La Baie (Port Alfred),Ca,48.333333,-70.883333,S,RN,L
riviere_du_loup_ca,2150,Riviere Du Loup,Ca,47.833333,-69.516667,S,RN,M
quebec_ca,2180,Quebec,Ca,46.816667,-71.216667,M,RN,L
trois_rivieres_ca,2210,Trois Rivieres,Ca,46.35,-72.55,M,RN,L
montreal_ca,2235,Montreal,Ca,45.516667,-73.55,L,RN,L
vaudreuil_ca,2300,Vaudreuil,Ca,45.4,-74.033333,V,RN,
oka_sur_le_lac_ca,2310,Oka Sur Le Lac,Ca,45.466667,-74.083333,V,RN,
hudson_ca,2320,Hudson,Ca,45.466667,-74.133333,V,RN,
st_placide_ca,2330,St Placide,Ca,45.533333,-74.2,V,RN,
st_andrews_east_ca,2340,St Andrews East,Ca,45.566667,-74.333333,V,RN,
carillon_ca,2350,Carillon,Ca,45.566667,-74.366667,V,RN,
chute_a_blondeau_ca,2370,Chute A Blondeau,Ca,45.583333,-74.466667,V,RN,
grenville_ca,2380,Grenville,Ca,45.633333,-74.6,V,RN,
hawkesbury_ca,2390,Hawkesbury,Ca,45.616667,-74.616667,V,RN,
fassett_ca,2400,Fassett,Ca,45.65,-74.866667,V,RN,
montebello_ca,2420,Montebello,Ca,45.65,-74.933333,V,RN,
papineauville_ca,2430,Papineauville,Ca,45.616667,-75.016667,V,RN,
thurso_ca,2460,Thurso,Ca,45.6,-75.233333,V,RN,
sydney_ca,6000,Sydney,Ca,46.15,-60.2,M,CN,L
louisburg_ca,6020,Louisburg,Ca,45.916667,-59.966667,V,CN,M
claveria_ph,57990,Claveria,Ph,18.616667,121.083333,V,CN,
port_san_vicente_ph,57995,Port San Vicente,Ph,18.516667,122.133333,V,CN,M
aparri_ph,58000,Aparri,Ph,18.366667,121.633333,V,OR,M
hondagua_ph,58070,Hondagua,Ph,13.95,122.233333,V,OR,L
jose_panganiban_ph,58100,Jose Panganiban,Ph,14.283333,122.683333,V,OR,M
virac_ph,58130,Virac,Ph,13.583333,124.25,V,CN,M
tabaco_ph,58150,Tabaco,Ph,13.366667,123.733333,V,OR,L
legazpi_port_ph,58170,Legazpi Port,Ph,13.15,123.75,V,OR,M
cam_pha_vn,57710,Cam Pha,Vn,21.033333,107.366667,V,OR,M
tulaghi_sb,57100,Tulaghi,Sb,-9.1,160.15,V,CN,M
honiara_sb,57120,Honiara,Sb,-9.416667,159.95,V,OR,L
luganville_vu,57200,Luganville,Vu,-15.516667,167.166667,S,CN,L
port_vila_vu,57230,Port Vila,Vu,-17.733333,168.316667,V,CB,M
forari_bay_vu,57245,Forari Bay,Vu,-17.683333,168.55,V,OR,M
baie_de_kouaoua_nc,57275,Baie De Kouaoua,Nc,-21.383333,165.816667,V,OR,M
kuantan_new_port_my,57410,Kuantan New Port,My,3.966667,103.433333,S,CB,M
kirteh_oil_terminal_my,57415,Kirteh Oil Terminal,My,4.566667,103.466667,S,OR,L
kuala_trengganu_my,57420,Kuala Trengganu,My,5.35,103.133333,V,RB,
tapis_marine_terminal_a_my,57425,Tapis Marine Terminal A,My,5.516667,105.016667,L,OR,L
bangkok_th,57450,Bangkok,Th,13.75,100.5,L,RN,M
si_racha_terminal_th,57460,Si Racha Terminal,Th,13.116667,100.883333,V,OR,M
ko_si_chang_terminal_th,57470,Ko Si Chang Terminal,Th,13.166667,100.816667,V,OR,M
kampong_saom_kh,57485,Kampong Saom,Kh,10.633333,103.5,M,CB,M
phsar_ream_kh,57490,Phsar Ream,Kh,10.5,103.6,V,CN,M
duong_dong_vn,57520,Duong Dong,Vn,10.216667,103.966667,V,RN,L
thanh_ho_chi_minh_vn,57580,Thanh Ho Chi Minh,Vn,10.766667,106.716667,M,RN,L
tarabulus_lb,45025,Tarabulus,Lb,34.45,35.833333,M,CB,M
sayda_lb,45040,Sayda,Lb,33.5,35.35,V,OR,L
ashdod_il,45100,Ashdod,Il,31.816667,34.65,S,CB,M
mersa_tobruq_ly,45220,Mersa Tobruq,Ly,32.083333,23.983333,S,CB,M
darnah_ly,45240,Darnah,Ly,32.766667,22.65,V,CB,M
banghazi_ly,45280,Banghazi,Ly,32.116667,20.05,M,CB,L
ez_zueitina_ly,45290,Ez Zueitina,Ly,30.85,20.05,V,OR,L
al_burayqah_ly,45295,Al Burayqah,Ly,30.416667,19.6,S,CB,M
ras_lanuf_ly,45296,Ras   Lanuf,Ly,30.516667,18.566667,V,OR,M
as_sidr_ly,45297,As Sidr,Ly,30.633333,18.366667,V,OR,L
misratah_ly,45320,Misratah,Ly,32.366667,15.216667,V,OR,L
pipavav_bandar_in,48730,Pipavav Bandar,In,20.916667,71.516667,S,CN,L
subic_bay_ph,58395,Subic Bay,Ph,14.8,120.266667,M,CN,L
yantian_cn,57857,Yantian,Cn,22.583333,114.266667,S,CN,M
st_james_us,8893,St. James,Us,29.983333,-90.933333,S,RN,M
petropavlovsk_ru,62600,Petropavlovsk,Ru,53.05,158.65,V,CN,M
nikol_skoye_ru,62630,Nikol Skoye,Ru,55.2,165.983333,V,CN,
provideniya_ru,62640,Provideniya,Ru,64.416667,-173.233333,V,CN,
tiksi_ru,62670,Tiksi,Ru,71.633333,128.866667,S,CN,
pevek_ru,62680,Pevek,Ru,69.716667,170.3,V,CN,L
port_dikson_ru,62695,Port Dikson,Ru,73.5,80.516667,V,CN,M
dudinka_ru,62720,Dudinka,Ru,69.4,86.166667,M,RN,M
igarka_ru,62730,Igarka,Ru,67.483333,86.6,S,RN,M
mezen_ru,62775,Mezen,Ru,65.833333,44.183333,S,CN,M
arkhangels_k_ru,62800,Arkhangels'K,Ru,64.533333,40.533333,M,RN,L
sibolga_id,50510,Sibolga,Id,1.733333,98.766667,V,CN,M
uleelheue_id,50600,Uleelheue,Id,5.566667,95.283333,V,OR,M
sabang_id,50610,Sabang,Id,5.883333,95.316667,V,CB,L
lhokseumawe_id,50650,Lhokseumawe,Id,5.25,97.116667,V,OR,L
pangkalansusu_id,50700,Pangkalansusu,Id,4.116667,98.216667,V,CN,L
muar_my,49980,Muar,My,2.05,102.566667,V,RN,M
dumai_id,50785,Dumai,Id,1.683333,101.45,M,RN,L
trincomalee_harbor_lk,49290,Trincomalee Harbor,Lk,8.55,81.216667,M,CN,L
kankesanturai_lk,49300,Kankesanturai,Lk,9.816667,80.05,V,OR,M
tuticorin_in,49320,Tuticorin,In,8.8,78.166667,S,CB,M
nagappattinam_in,49350,Nagappattinam,In,10.766667,79.85,S,OR,L
cuddalore_in,49410,Cuddalore,In,11.716667,79.766667,V,OR,L
pondicherry_in,49430,Pondicherry,In,11.933333,79.833333,V,OR,L
chennai_madras_in,49450,Chennai (Madras),In,13.1,80.3,L,CB,M
machilipatnam_in,49460,Machilipatnam,In,16.15,81.166667,V,OR,M
kakinada_bay_in,49470,Kakinada Bay,In,17.0,82.316667,V,CB,L
vishakhapatnam_in,49480,Vishakhapatnam,In,17.683333,83.3,M,CB,M
paradip_in,49535,Paradip,In,20.266667,86.683333,S,CB,M
avalon_us,16050,Avalon,Us,33.35,-118.316667,V,CN,
newport_beach_us,16060,Newport Beach,Us,33.616667,-117.9,V,CN,
long_beach_us,16070,Long Beach,Us,33.766667,-118.183333,M,CB,L
los_angeles_us,16080,Los Angeles,Us,33.75,-118.25,L,CB,L
el_segundo_us,16110,El Segundo,Us,33.916667,-118.433333,V,OR,L
port_hueneme_us,16120,Port Hueneme,Us,34.15,-119.2,V,CB,L
prisoners_us,16130,Prisoners,Us,34.016667,-119.683333,V,OR,
ventura_us,16140,Ventura,Us,34.283333,-119.283333,V,OR,L
carpinteria_us,16145,Carpinteria,Us,34.383333,-119.516667,V,CN,L
santa_barbara_us,16150,Santa Barbara,Us,34.416667,-119.683333,V,CB,
ellwood_us,16160,Ellwood,Us,34.433333,-119.916667,V,OR,
gaviota_us,16170,Gaviota,Us,34.466667,-120.2,V,OR,
pismo_beach_us,16190,Pismo Beach,Us,35.133333,-120.65,V,OR,
port_san_luis_us,16200,Port San Luis,Us,35.166667,-120.75,V,CN,L
morro_bay_us,16210,Morro Bay,Us,35.366667,-120.85,V,CB,
monterey_us,16240,Monterey,Us,36.616667,-121.883333,S,CN,
moss_landing_us,16260,Moss Landing,Us,36.8,-121.783333,V,CN,
santa_cruz_us,16270,Santa Cruz,Us,36.966667,-122.016667,V,CN,
davenport_us,16280,Davenport,Us,37.016667,-122.2,V,OR,
acapulco_mx,15760,Acapulco,Mx,16.85,-99.933333,M,CN,L
lazaro_cardenas_mx,15765,Lazaro Cardenas,Mx,17.933333,-102.166667,S,RB,L
manzanillo_mx,15770,Manzanillo,Mx,19.05,-104.316667,M,CB,L
caleta_lobitos_pe,15200,Caleta Lobitos,Pe,-4.45,-81.283333,V,OR,
puerto_cabo_blanco_pe,15210,Puerto Cabo Blanco,Pe,-4.25,-81.233333,V,OR,L
puerto_bolivar_ec,15250,Puerto Bolivar,Ec,-3.266667,-80.0,V,RN,
puerto_maritimo_de_guayaquil_ec,15275,Puerto Maritimo De Guayaquil,Ec,-2.283333,-79.9,S,RN,L
la_libertad_ec,15290,La Libertad,Ec,-2.216667,-80.916667,V,OR,L
manta_ec,15310,Manta,Ec,-0.95,-80.716667,V,CB,L
esmeraldas_ec,15330,Esmeraldas,Ec,1.0,-79.65,V,RN,L
tumaco_co,15360,Tumaco,Co,1.816667,-78.75,V,OR,L
buenaventura_co,15370,Buenaventura,Co,3.883333,-77.066667,S,CN,L
balboa_pa,15410,Balboa,Pa,8.95,-79.566667,M,LC,L
pedregal_pa,15445,Pedregal,Pa,8.35,-82.433333,S,RN,M
puerto_armuelles_pa,15460,Puerto Armuelles,Pa,8.266667,-82.85,S,OR,M
superior_us,5450,Superior,Us,46.733333,-92.066667,M,CB,L
duluth_us,5460,Duluth,Us,46.766667,-92.1,M,CB,L
two_harbors_us,5470,Two Harbors,Us,47.016667,-91.65,S,CB,L
grand_marais_us,5480,Grand Marais,Us,47.75,-90.333333,V,CN,M
washington_harbor_us,5490,Washington Harbor,Us,47.916667,-89.15,V,CN,M
douglastown_ca,5520,Douglastown,Ca,48.766667,-64.383333,V,OR,M
caraquet_ca,5600,Caraquet,Ca,47.8,-64.933333,S,CN,M
belem_br,12490,Belem,Br,-1.45,-48.5,M,RN,L
cameta_br,12500,Cameta,Br,-2.25,-49.5,V,TH,
santarem_br,12510,Santarem,Br,-2.416667,-54.716667,V,TH,L
itacoatiara_br,12540,Itacoatiara,Br,-3.15,-58.45,V,RN,
manaus_br,12560,Manaus,Br,-3.133333,-60.016667,S,RN,L
tutoia_br,12600,Tutoia,Br,-2.783333,-42.283333,V,RN,
camocim_br,12630,Camocim,Br,-2.9,-40.833333,V,RN,M
cabedelo_br,12710,Cabedelo,Br,-6.966667,-34.833333,S,RN,L
recife_br,12730,Recife,Br,-8.05,-34.866667,M,CB,L
porto_de_maceio_br,12750,Porto De Maceio,Br,-9.666667,-35.733333,S,CB,L
aratu_br,12772,Aratu,Br,-12.783333,-38.5,S,OR,L
madre_de_deus_br,12775,Madre De Deus,Br,-12.75,-38.616667,V,OR,L
port_of_ilheus_br,12810,Port Of Ilheus,Br,-14.783333,-39.016667,S,CB,L
macae_br,12890,Macae,Br,-22.366667,-41.766667,V,RN,
porto_do_forno_br,12910,Porto Do Forno,Br,-22.966667,-42.016667,V,CN,L
angra_dos_reis_br,12940,Angra Dos Reis,Br,-23.016667,-44.316667,S,CN,M
sao_sebastiao_br,12960,Sao Sebastiao,Br,-23.8,-45.4,S,OR,L
santos_br,12970,Santos,Br,-23.95,-46.3,L,CN,L
moengo_sr,12420,Moengo,Sr,5.633333,-54.416667,V,RN,L
maracaibo_ve,11960,Maracaibo,Ve,10.633333,-71.6,M,OR,L
port_clinton_us,3540,Port Clinton,Us,41.516667,-82.933333,V,RN,M
put_in_bay_us,3550,Put In Bay,Us,41.65,-82.816667,V,CN,M
toledo_us,3560,Toledo,Us,41.7,-83.466667,M,RN,L
monroe_us,3570,Monroe,Us,41.883333,-83.333333,V,RN,L
trenton_us,3580,Trenton,Us,42.133333,-83.166667,V,RN,M
wyandotte_us,3590,Wyandotte,Us,42.2,-83.15,S,RN,M
rouge_river_us,3610,Rouge River,Us,42.283333,-83.116667,S,RN,M
detroit_us,3620,Detroit,Us,42.333333,-83.033333,L,RN,L
mina_tarabulus_tripoli_ly,45330,Mina Tarabulus (Tripoli),Ly,32.9,13.183333,M,CB,M
az_zawiya_ly,45335,Az Zawiya,Ly,32.8,12.716667,S,OR,L
marsa_sabratah_ly,45340,Marsa Sabratah,Ly,32.816667,12.5,V,OR,M
houmt_souk_tn,45370,Houmt Souk,Tn,33.883333,10.85,V,OR,
gabes_tn,45375,Gabes,Tn,33.9,10.116667,S,CB,M
skhira_tn,45380,Skhira,Tn,34.283333,10.1,V,OR,L
antalya_tr,44820,Antalya,Tr,36.833333,30.616667,S,CB,L
alanya_tr,44825,Alanya,Tr,36.533333,32.0,V,OR,M
tasucu_tr,44850,Tasucu,Tr,36.316667,33.883333,V,CB,M
poti_ge,44340,Poti,Ge,42.15,41.583333,S,CB,M
batumi_ge,44350,Batumi,Ge,41.65,41.65,S,CB,M
hopa_tr,44370,Hopa,Tr,41.416667,41.4,V,CB,M
rize_tr,44380,Rize,Tr,41.066667,40.516667,V,CB,M
trabzon_tr,44390,Trabzon,Tr,41.016667,39.766667,V,CB,L
giresun_tr,44410,Giresun,Tr,40.933333,38.4,V,CB,M
ordu_tr,44420,Ordu,Tr,41.0,37.883333,V,OR,M
samsun_tr,44450,Samsun,Tr,41.3,36.35,L,CB,L
sinop_tr,44460,Sinop,Tr,42.05,35.166667,V,OR,M
inebolu_tr,44480,Inebolu,Tr,41.983333,33.766667,V,CB,M
zonguldak_tr,44490,Zonguldak,Tr,41.466667,31.816667,V,CB,M
eregli_tr,44500,Eregli,Tr,41.3,31.45,V,CB,M
haydarpasa_tr,44540,Haydarpasa,Tr,41.0,29.016667,M,CB,M
kaba_burnu_tr,44605,Kaba Burnu,Tr,40.766667,29.533333,V,CN,L
derince_burnu_tr,44610,Derince Burnu,Tr,40.75,29.816667,S,CB,L
izmit_tr,44620,Izmit,Tr,40.766667,29.916667,S,CN,M
golcuk_burnu_tr,44625,Golcuk Burnu,Tr,40.733333,29.816667,V,CB,M
mudanya_tr,44640,Mudanya,Tr,40.383333,28.883333,V,OR,M
bandirma_tr,44650,Bandirma,Tr,40.35,27.966667,V,CB,M
erdek_tr,44660,Erdek,Tr,40.383333,27.8,V,CN,M
karabiga_tr,44670,Karabiga,Tr,40.4,27.316667,V,CN,M
canakkale_tr,44690,Canakkale,Tr,40.15,26.4,S,LC,L
ayvalik_tr,44730,Ayvalik,Tr,39.316667,26.7,V,CN,M
izmir_tr,44750,Izmir,Tr,38.433333,27.133333,L,CN,M
vinh_cam_ranh_vn,57610,Vinh Cam Ranh,Vn,11.883333,109.166667,S,CN,L
nha_trang_vn,57620,Nha Trang,Vn,12.25,109.233333,S,OR,M
qui_nhon_vn,57640,Qui Nhon,Vn,13.766667,109.233333,V,CN,M
da_nang_vn,57650,Da Nang,Vn,16.1,108.216667,S,RN,M
hai_phong_vn,57680,Hai Phong,Vn,20.916667,106.683333,S,RN,M
hon_gai_vn,57700,Hon Gai,Vn,20.95,107.066667,V,OR,M
yandina_sb,57070,Yandina,Sb,-9.083333,159.216667,V,CN,M
tern_island_us,56323,Tern Island,Us,23.866667,-166.283333,V,CN,
johnston_atoll_xu,56325,Johnston Atoll,Xu,16.75,-169.516667,V,CN,L
midway_island_qm,56328,Midway Island,Qm,28.183333,-177.366667,V,CB,
haldia_port_in,49555,Haldia Port,In,22.016667,88.083333,V,RN,L
calcutta_in,49560,Calcutta,In,22.55,88.333333,L,RN,M
mongla_bd,49580,Mongla,Bd,22.466667,89.6,S,RN,M
chittagong_bd,49590,Chittagong,Bd,22.316667,91.816667,M,RN,M
sittwe_mm,49620,Sittwe,Mm,20.133333,92.9,S,OR,M
bassein_mm,49640,Bassein,Mm,16.783333,94.733333,S,RN,M
rangoon_mm,49650,Rangoon,Mm,16.766667,96.166667,S,RN,M
moulmein_harbor_mm,49660,Moulmein Harbor,Mm,16.483333,97.616667,S,RN,M
mergui_mm,49690,Mergui,Mm,12.433333,98.6,S,RN,M
port_blair_in,49720,Port Blair,In,11.683333,92.75,S,CN,M
phuket_th,49770,Phuket,Th,7.833333,98.4,S,OR,M
krabi_th,49780,Krabi,Th,8.066667,98.916667,V,RN,M
kantang_harbor_th,49790,Kantang Harbor,Th,7.4,99.516667,V,RN,M
port_klang_my,49930,Port Klang,My,3.0,101.4,L,CN,L
port_dickson_my,49960,Port Dickson,My,2.533333,101.783333,M,OR,L
ambes_fr,37170,Ambes,Fr,45.016667,-0.533333,S,RN,L
teignmouth_harbour_gb,35415,Teignmouth Harbour,Gb,50.55,-3.5,V,RN,M
bridport_harbour_gb,35440,Bridport Harbour,Gb,50.716667,-2.766667,V,CB,M
poole_harbour_gb,35480,Poole Harbour,Gb,50.683333,-1.95,S,RN,M
southampton_gb,35580,Southampton,Gb,50.9,-1.4,L,RB,L
shoreham_harbour_gb,35630,Shoreham Harbour,Gb,50.816667,-0.25,V,LC,M
dunkerque_port_est_fr,35730,Dunkerque Port Est,Fr,51.05,2.383333,M,RT,L
shippegan_ca,5620,Shippegan,Ca,47.75,-64.7,V,CN,M
georgetown_ca,5740,Georgetown,Ca,46.183333,-62.533333,S,RN,L
summerside_ca,5770,Summerside,Ca,46.4,-63.783333,S,CN,L
pictou_ca,5800,Pictou,Ca,45.666667,-62.716667,S,CN,M
port_hawkesbury_ca,5870,Port Hawkesbury,Ca,45.616667,-61.366667,V,CN,L
port_hastings_ca,5880,Port Hastings,Ca,45.65,-61.4,V,CN,L
whycocomagh_ca,5960,Whycocomagh,Ca,45.966667,-61.133333,V,CN,M
grand_narrows_ca,5970,Grand Narrows,Ca,45.95,-60.783333,V,CN,M
little_bras_d_or_ca,5980,Little Bras D Or,Ca,46.25,-60.3,V,CN,M
north_sydney_ca,5990,North Sydney,Ca,46.216667,-60.25,S,CN,L
cornucopia_us,5430,Cornucopia,Us,46.866667,-91.1,V,RB,M
sturgeon_bay_us,4930,Sturgeon Bay,Us,44.833333,-87.383333,S,LC,L
green_bay_us,4940,Green Bay,Us,44.516667,-88.016667,S,RN,M
depere_us,4950,Depere,Us,44.45,-88.066667,V,RN,M
kaukauna_us,4960,Kaukauna,Us,44.283333,-88.266667,V,RT,M
oconto_us,5010,Oconto,Us,44.9,-87.833333,V,RN,M
marinette_us,5020,Marinette,Us,45.083333,-87.6,S,RN,M
menominee_us,5030,Menominee,Us,45.1,-87.6,S,RN,M
escanaba_us,5050,Escanaba,Us,45.766667,-87.05,S,CN,L
gladstone_us,5060,Gladstone,Us,45.85,-87.016667,V,CN,M
nahma_us,5070,Nahma,Us,45.833333,-86.666667,V,CN,M
manistique_us,5100,Manistique,Us,45.95,-86.25,V,CB,M
port_inland_us,5110,Port Inland,Us,45.966667,-85.866667,V,CB,L
goulais_bay_ca,5130,Goulais Bay,Ca,46.733333,-84.5,V,CN,M
batchawana_bay_ca,5140,Batchawana Bay,Ca,46.916667,-84.6,V,CN,M
east_zeit_terminal_eg,47987,East Zeit Terminal,Eg,27.85,33.6,V,OR,M
sharm_el_sheikh_eg,47988,Sharm El Sheikh,Eg,27.85,34.283333,V,OR,M
el_tur_harbor_eg,47982,El Tur Harbor,Eg,28.233333,33.616667,V,CN,M
nuweiba_el_muzeima_eg,47960,Nuweiba El Muzeima,Eg,28.966667,34.65,V,CN,M
sharmah_sa,48104,Sharmah,Sa,27.933333,35.25,V,CN,M
duba_sa,48106,Duba,Sa,27.566667,35.533333,S,OR,M
duba_bulk_plant_tanker_terminal_sa,48108,Duba Bulk Plant Tanker Terminal,Sa,27.316667,35.9,V,OR,M
north_ain_sukhna_port_eg,48030,North Ain Sukhna Port,Eg,29.65,32.366667,S,CB,M
gingoog_ph,59475,Gingoog,Ph,8.833333,125.1,V,CN,M
iggesund_se,25760,Iggesund,Se,61.65,17.083333,V,CN,
isabel_ph,58795,Isabel,Ph,10.916667,124.433333,V,OR,M
hudiksvall_se,25780,Hudiksvall,Se,61.733333,17.116667,S,RB,M
masao_ph,59343,Masao,Ph,9.0,125.416667,V,CN,M
stocka_se,25800,Stocka,Se,61.9,17.35,V,CN,
tanauan_ph,58695,Tanauan,Ph,11.1,125.016667,V,OR,M
shakhtersk_ru,60981,Shakhtersk,Ru,49.166667,142.066667,V,CN,
kavkaz_oil_terminal_ru,44162,Kavkaz Oil Terminal,Ru,45.333333,36.65,V,OR,M
zarubino_ru,60582,Zarubino,Ru,42.633333,131.083333,V,CN,
vitaz_marine_terminal_ru,60870,Vitaz Marine Terminal,Ru,52.7,143.55,V,OR,
stockvik_se,25900,Stockvik,Se,62.333333,17.383333,V,CN,
sundsvall_se,25910,Sundsvall,Se,62.383333,17.35,M,CN,M
vivstavarv_se,26140,Vivstavarv,Se,62.483333,17.35,V,CN,M
soraker_se,26180,Soraker,Se,62.5,17.5,V,CN,M
harnosand_se,26240,Harnosand,Se,62.633333,17.933333,S,CN,L
ulvvik_se,26280,Ulvvik,Se,62.666667,17.866667,V,CN,L
utansjo_se,26290,Utansjo,Se,62.766667,17.933333,V,CN,L
gustavsvik_se,26310,Gustavsvik,Se,62.833333,17.883333,V,CN,M
lunde_se,26340,Lunde,Se,62.883333,17.883333,V,CN,L
kramfors_se,26380,Kramfors,Se,62.933333,17.8,V,CN,L
karskar_se,25570,Karskar,Se,60.683333,17.266667,V,CN,M
vaja_se,26420,Vaja,Se,62.983333,17.716667,V,RN,L
bollstabruk_se,26430,Bollstabruk,Se,63.0,17.7,V,CN,L
degerhamn_se,24790,Degerhamn,Se,56.35,16.416667,V,CB,M
ronehamn_se,24810,Ronehamn,Se,57.116667,18.5,S,CN,M
slite_se,24840,Slite,Se,57.7,18.816667,S,OR,M
farosund_se,24900,Farosund,Se,57.916667,19.05,S,CN,M
storugns_se,24940,Storugns,Se,57.833333,18.8,V,OR,M
visby_se,24950,Visby,Se,57.633333,18.283333,S,CB,M
klintehamn_se,24960,Klintehamn,Se,57.383333,18.2,V,CB,M
verkeback_se,25050,Verkeback,Se,57.733333,16.533333,V,CN,M
vastervik_se,25060,Vastervik,Se,57.766667,16.65,S,CB,M
norrkoping_se,25190,Norrkoping,Se,58.583333,16.2,M,RN,M
oxelosund_se,25280,Oxelosund,Se,58.666667,17.116667,S,CN,M
nykoping_se,25290,Nykoping,Se,58.75,17.016667,S,RB,M
sodertalje_se,25320,Sodertalje,Se,59.183333,17.65,S,LC,M
nynashamn_se,25330,Nynashamn,Se,58.9,17.966667,S,CN,M
san_lorenzo_ve,11980,San Lorenzo,Ve,9.783333,-71.066667,V,LC,L
punta_de_palmas_ve,12032,Punta De Palmas,Ve,10.783333,-71.583333,V,LC,L
bajo_grande_ve,12034,Bajo Grande,Ve,10.516667,-71.633333,V,LC,L
punta_cardon_ve,12050,Punta Cardon,Ve,11.633333,-70.233333,S,OR,L
wake_island_qw,56330,Wake Island,Qw,19.283333,166.616667,V,CN,L
majuro_atoll_mh,56400,Majuro Atoll,Mh,7.083333,171.383333,V,OR,
tarawa_atoll_ki,56450,Tarawa Atoll,Ki,1.333333,172.933333,V,OR,M
nauru_nr,56500,Nauru,Nr,-0.533333,166.916667,V,OR,M
saipan_mp,56520,Saipan,Mp,15.2,145.683333,S,CN,M
tinian_mp,56530,Tinian,Mp,14.966667,145.616667,V,CB,M
rota_mp,56540,Rota,Mp,14.133333,145.15,V,OR,
apra_harbor_gu,56550,Apra Harbor,Gu,13.45,144.616667,M,CB,M
lele_harbor_fm,56570,Lele Harbor,Fm,5.333333,163.033333,V,CN,
colonia_fm,56630,Colonia,Fm,9.516667,138.133333,V,CN,M
malakal_harbor_pw,56660,Malakal Harbor,Pw,7.333333,134.45,V,OR,M
longan_island_pg,56710,Longan Island,Pg,-1.216667,144.3,V,CN,
lorengau_pg,56730,Lorengau,Pg,-2.016667,147.266667,V,OR,M
wewak_harbor_pg,56738,Wewak Harbor,Pg,-3.566667,143.633333,S,OR,M
hamburg_harbor_pg,56740,Hamburg Harbor,Pg,-1.633333,149.966667,V,CN,M
kokopo_pg,56820,Kokopo,Pg,-4.333333,152.266667,V,OR,
kimbe_pg,56835,Kimbe,Pg,-5.133333,150.533333,V,CN,M
kieta_pg,56855,Kieta,Pg,-6.216667,155.633333,S,CN,L
gizo_harbor_sb,56970,Gizo Harbor,Sb,-8.1,156.85,V,CN,M
nonopapa_us,56320,Nonopapa,Us,21.866667,-160.233333,V,OR,
apia_ws,55670,Apia,Ws,-13.816667,-171.766667,V,CN,L
pago_pago_harbor_as,55680,Pago Pago Harbor,As,-14.283333,-170.666667,S,CN,M
alofi_nu,55695,Alofi,Nu,-19.033333,-169.933333,V,CN,
avatiu_ck,55740,Avatiu,Ck,-21.2,-159.783333,V,CN,M
nemrut_limani_bay_tr,44752,Nemrut Limani Bay,Tr,38.766667,26.916667,M,CB,L
kusadasi_tr,44770,Kusadasi,Tr,37.866667,27.25,V,CN,M
marmaris_tr,44805,Marmaris,Tr,36.85,28.283333,V,CB,M
fethiye_tr,44810,Fethiye,Tr,36.633333,29.1,V,CB,M
sokhumi_ge,44320,Sokhumi,Ge,42.983333,40.983333,V,OR,M
chornomors_ke_ua,43745,Chornomors Ke,Ua,45.516667,32.7,V,CN,M
yevpatoriya_ua,43750,Yevpatoriya,Ua,45.2,33.383333,V,CN,M
sevastopol_ua,43760,Sevastopol,Ua,44.616667,33.533333,L,CN,M
balaklava_ua,43780,Balaklava,Ua,44.5,33.6,V,CN,M
yalta_ua,43790,Yalta,Ua,44.483333,34.166667,V,CB,M
alushta_ua,43810,Alushta,Ua,44.683333,34.416667,V,OR,M
