shipment_id,shipment_date,product_id,product_category,sku_group,supplier_id,supplier_name,supplier_country,supplier_region,business_unit,priority_level,origin_port,origin_country,origin_lat,origin_lng,destination_port,destination_country,destination_lat,destination_lng,route_key,route_distance_km,transport_mode,carrier_name,expected_time_hours,actual_time_hours,delay_hours,port_congestion_origin,port_congestion_destination,customs_clearance_hours,inventory_level,safety_stock_level,units_sold_7d,demand_volatility,fuel_price_index,temperature_control_required,order_value_usd,shipment_status
SHP_0508,2026-02-03 13:00:00,1009,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,Medium,Shanghai Port,China,31.2304,121.4737,Los Angeles Port,United States,33.7361,-118.2631,Shanghai Port|Los Angeles Port,12757,Ocean,Maersk,409.21,432.58,23.37,0.232,0.2155,14.23,488,151,359,0.3076,1.0671,N,172297.46,delivered
SHP_0509,2026-02-04 11:00:00,1004,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,Medium,Shenzhen Port,China,22.5431,114.0579,Hamburg Port,Germany,53.5461,9.9661,Shenzhen Port|Hamburg Port,10844,Ocean,CMA CGM,338.38,367.27,28.89,0.6905,0.4814,16.6,377,198,394,0.3799,1.2458,N,149190.2,delivered
SHP_0510,2026-02-04 20:00:00,1004,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,Critical,Ningbo Port,China,29.8683,121.544,Hamburg Port,Germany,53.5461,9.9661,Ningbo Port|Hamburg Port,10556,Ocean,Evergreen,369.61,387.42,17.81,0.3105,0.2485,17.49,404,191,318,0.2467,1.2367,N,212917.61,delivered
SHP_0511,2026-02-05 08:00:00,1009,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,High,Shanghai Port,China,31.2304,121.4737,Hamburg Port,Germany,53.5461,9.9661,Shanghai Port|Hamburg Port,10399,Ocean,CMA CGM,327.44,338.43,10.99,0.6056,0.477,20.21,550,158,361,0.4243,1.2293,N,161178.38,in_transit
SHP_0512,2026-02-06 04:00:00,1009,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,High,Shenzhen Port,China,22.5431,114.0579,Hamburg Port,Germany,53.5461,9.9661,Shenzhen Port|Hamburg Port,10844,Ocean,Evergreen,336.9,362.97,26.07,0.3493,0.2872,12.47,443,177,369,0.3595,1.1108,N,101806.43,delivered
SHP_0513,2026-02-06 16:00:00,1009,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,Critical,Ningbo Port,China,29.8683,121.544,Los Angeles Port,United States,33.7361,-118.2631,Ningbo Port|Los Angeles Port,12879,Ocean,CMA CGM,400.85,416.05,15.2,0.2613,0.4149,14.38,530,171,379,0.3401,1.328,N,147785.61,delivered
SHP_0514,2026-02-07 07:00:00,1004,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,Medium,Shanghai Port,China,31.2304,121.4737,Hamburg Port,Germany,53.5461,9.9661,Shanghai Port|Hamburg Port,10399,Ocean,Hapag-Lloyd,344.79,365.49,20.7,0.2423,0.4265,18.42,493,172,385,0.2998,1.1439,N,172637.46,delivered
SHP_0515,2026-02-07 22:00:00,1004,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,High,Shenzhen Port,China,22.5431,114.0579,Hamburg Port,Germany,53.5461,9.9661,Shenzhen Port|Hamburg Port,10844,Ocean,Maersk,331.09,358.58,27.49,0.2685,0.2737,13.19,530,200,344,0.1917,1.2547,N,196211.22,delivered
SHP_0516,2026-02-08 15:00:00,1009,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,High,Ningbo Port,China,29.8683,121.544,Los Angeles Port,United States,33.7361,-118.2631,Ningbo Port|Los Angeles Port,12879,Ocean,CMA CGM,400.25,419.98,19.73,0.4427,0.5287,16.36,397,185,330,0.2798,1.149,N,158497.3,delivered
SHP_0517,2026-02-08 19:00:00,1009,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,High,Shanghai Port,China,31.2304,121.4737,Hamburg Port,Germany,53.5461,9.9661,Shanghai Port|Hamburg Port,10399,Ocean,ONE,368.08,378.23,10.15,0.2376,0.2111,15.81,541,184,419,0.3205,1.1618,N,174649.93,delivered
SHP_0518,2026-02-09 11:00:00,1004,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,Medium,Shenzhen Port,China,22.5431,114.0579,Hamburg Port,Germany,53.5461,9.9661,Shenzhen Port|Hamburg Port,10844,Ocean,Hapag-Lloyd,334.16,359.57,25.41,0.4365,0.8021,18.99,350,158,435,0.5066,1.2943,N,170473.08,delivered
SHP_0519,2026-02-09 22:00:00,1004,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,Medium,Ningbo Port,China,29.8683,121.544,Hamburg Port,Germany,53.5461,9.9661,Ningbo Port|Hamburg Port,10556,Ocean,Hapag-Lloyd,327.4,349.83,22.43,0.2553,0.374,22.65,288,162,312,0.3246,1.2196,N,183462.62,delivered
SHP_0520,2026-02-10 21:00:00,1009,Digital Health,High Value,SUP_010,SinoActive Components,China,Asia,Risk,Medium,Shanghai Port,China,31.2304,121.4737,Los Angeles Port,United States,33.7361,-118.2631,Shanghai Port|Los Angeles Port,12757,Ocean,Evergreen,407.23,416.23,9.0,0.3239,0.1931,13.49,497,175,279,0.261,1.1947,N,152623.64,delivered
SHP_0521,2026-01-01 08:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Low,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,Maersk,307.2,321.99,14.79,0.4577,0.3186,24.69,461,193,290,0.4094,1.301,Y,210381.39,delivered
SHP_0522,2026-01-01 20:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,ONE,224.27,238.37,14.1,0.4227,0.2431,21.24,541,213,121,0.0718,1.1127,Y,193696.95,delivered
SHP_0523,2026-01-02 19:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,CMA CGM,228.79,249.7,20.91,0.52,0.5313,13.89,474,188,343,0.4336,1.2429,Y,186785.61,delivered
SHP_0524,2026-01-03 03:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Critical,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,CMA CGM,260.1,285.17,25.07,0.1848,0.325,15.94,374,194,284,0.3047,1.1061,Y,119393.79,delivered
SHP_0525,2026-01-03 12:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,Evergreen,276.89,315.53,38.64,0.6239,0.5052,21.49,538,196,262,0.25,1.2418,Y,133048.42,delivered
SHP_0526,2026-01-04 16:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,ONE,237.5,245.57,8.07,0.5788,0.4487,14.31,447,185,389,0.3785,1.2621,Y,212628.24,delivered
SHP_0527,2026-01-05 01:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,CMA CGM,307.86,325.08,17.22,0.6709,0.3453,13.95,490,190,230,0.1602,1.2488,Y,110000.0,delivered
SHP_0528,2026-01-05 09:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,ONE,348.27,358.98,10.71,0.212,0.3162,20.38,522,187,298,0.4235,1.2401,Y,109639.01,delivered
SHP_0529,2026-01-06 02:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,MSC,224.68,253.13,28.45,0.6081,0.5459,25.83,453,210,242,0.2214,1.3383,Y,150338.85,delivered
SHP_0530,2026-01-06 23:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Critical,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,Evergreen,270.92,287.79,16.87,0.5539,0.5422,21.29,570,185,241,0.2961,1.1295,Y,126461.68,delivered
SHP_0531,2026-01-07 06:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,CMA CGM,275.02,293.78,18.76,0.3418,0.3462,22.26,531,214,183,0.2576,1.231,Y,183460.24,delivered
SHP_0532,2026-01-08 02:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,CMA CGM,310.91,315.59,4.68,0.1427,0.2682,17.45,576,167,364,0.2895,1.2669,Y,159890.58,delivered
SHP_0533,2026-01-08 12:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mumbai Port,India,18.9497,72.8356,Busan Port,South Korea,35.1796,129.0756,Mumbai Port|Busan Port,7044,Ocean,Maersk,218.41,239.59,21.18,0.4425,0.4716,20.48,496,171,319,0.1047,1.211,Y,131274.34,delivered
SHP_0534,2026-01-08 18:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Critical,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,ONE,273.69,299.86,26.17,0.2129,0.4424,17.36,513,217,247,0.3772,1.2924,Y,193989.91,delivered
SHP_0535,2026-01-09 15:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Low,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,MSC,260.93,265.25,4.32,0.4153,0.154,21.33,570,198,222,0.2824,1.1128,Y,164018.44,delivered
SHP_0536,2026-01-10 10:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,MSC,256.03,272.18,16.15,0.5779,0.2953,14.46,434,165,268,0.3964,1.2368,Y,148809.92,delivered
SHP_0537,2026-01-10 11:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,ONE,290.03,320.17,30.14,0.2402,0.1432,15.25,502,188,503,0.5113,1.1929,Y,188792.4,delivered
SHP_0538,2026-01-11 16:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,CMA CGM,254.23,267.75,13.52,0.3677,0.2187,13.71,479,174,258,0.2532,1.1536,Y,148773.95,in_transit
SHP_0539,2026-01-11 14:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,ONE,332.22,343.59,11.37,0.4614,0.3026,17.52,470,186,375,0.2231,1.2365,Y,172643.82,delivered
SHP_0540,2026-01-12 09:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,ONE,231.54,242.21,10.67,0.3056,0.3367,17.78,526,181,351,0.1849,1.1591,Y,175169.89,delivered
SHP_0541,2026-01-12 16:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Critical,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,Evergreen,311.36,325.73,14.37,0.2947,0.3731,12.77,503,183,338,0.3873,1.1353,Y,185140.82,delivered
SHP_0542,2026-01-13 08:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,Hapag-Lloyd,268.32,287.1,18.78,0.3298,0.1081,7.19,442,174,301,0.412,1.2223,Y,152286.37,in_transit
SHP_0543,2026-01-14 12:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,ONE,235.09,241.26,6.17,0.2129,0.3654,20.4,655,182,404,0.368,1.2576,Y,179912.36,delivered
SHP_0544,2026-01-14 19:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,Maersk,310.8,336.26,25.46,0.5052,0.5519,15.13,543,193,339,0.3083,1.1544,Y,219836.54,in_transit
SHP_0545,2026-01-15 11:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,MSC,329.94,349.51,19.57,0.2511,0.4402,20.22,316,200,357,0.3551,1.1848,Y,116859.97,delivered
SHP_0546,2026-01-16 02:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,MSC,274.57,295.54,20.97,0.4837,0.4847,21.26,399,206,244,0.5054,1.1933,Y,189480.93,delivered
SHP_0547,2026-01-16 17:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,MSC,242.12,270.05,27.93,0.6384,0.543,29.16,419,191,313,0.4075,1.2791,Y,214124.84,customs_hold
SHP_0548,2026-01-16 21:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mumbai Port,India,18.9497,72.8356,Busan Port,South Korea,35.1796,129.0756,Mumbai Port|Busan Port,7044,Ocean,Hapag-Lloyd,230.08,245.84,15.76,0.5986,0.3637,22.26,482,192,190,0.2662,1.2444,Y,138464.65,delivered
SHP_0549,2026-01-18 02:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Critical,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,CMA CGM,215.91,244.44,28.53,0.4036,0.713,14.48,447,198,325,0.4751,1.2605,Y,198586.88,delivered
SHP_0550,2026-01-18 00:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,MSC,234.5,247.19,12.69,0.3654,0.2359,23.94,463,187,225,0.1919,1.1835,Y,166828.07,delivered
SHP_0551,2026-01-19 04:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Critical,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,Maersk,255.6,285.49,29.89,0.2755,0.3159,20.89,446,206,263,0.5105,1.2244,Y,185348.18,delivered
SHP_0552,2026-01-19 10:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,ONE,230.5,239.82,9.32,0.2545,0.3722,16.27,522,154,346,0.0306,1.1459,Y,215785.24,delivered
SHP_0553,2026-01-20 10:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,Evergreen,244.84,255.46,10.62,0.4042,0.4034,19.03,450,195,392,0.4552,1.232,Y,226564.43,in_transit
SHP_0554,2026-01-20 22:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,CMA CGM,246.78,263.37,16.59,0.1729,0.2795,13.53,632,188,179,0.1694,1.1101,Y,170424.76,delivered
SHP_0555,2026-01-21 00:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Critical,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,CMA CGM,219.18,223.99,4.81,0.6782,0.2685,14.45,630,186,243,0.3952,1.1723,Y,142734.64,delivered
SHP_0556,2026-01-21 12:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,MSC,252.33,270.07,17.74,0.371,0.3688,17.22,374,169,388,0.5221,1.273,Y,141110.42,delivered
SHP_0557,2026-01-22 15:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mumbai Port,India,18.9497,72.8356,Busan Port,South Korea,35.1796,129.0756,Mumbai Port|Busan Port,7044,Ocean,Hapag-Lloyd,242.09,270.66,28.57,0.591,0.5487,22.89,430,226,265,0.3022,1.1981,Y,130625.39,delivered
SHP_0558,2026-01-22 21:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,ONE,285.04,317.25,32.21,0.485,0.7041,16.97,493,194,358,0.5052,1.0971,Y,176019.69,port_hold
SHP_0559,2026-01-23 07:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,CMA CGM,329.38,357.7,28.32,0.5348,0.2078,15.33,584,193,288,0.4353,1.1351,Y,184915.05,delivered
SHP_0560,2026-01-24 02:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,MSC,268.08,291.09,23.01,0.472,0.2227,17.68,410,200,264,0.4379,1.0942,Y,141259.15,delivered
SHP_0561,2026-01-24 18:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,CMA CGM,221.02,241.56,20.54,0.1666,0.7034,22.02,418,206,329,0.3068,1.107,Y,188670.91,delivered
SHP_0562,2026-01-25 01:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Critical,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,Hapag-Lloyd,224.68,247.25,22.57,0.7094,0.6547,20.9,320,164,319,0.3091,1.213,Y,173000.33,delivered
SHP_0563,2026-01-25 22:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mumbai Port,India,18.9497,72.8356,Busan Port,South Korea,35.1796,129.0756,Mumbai Port|Busan Port,7044,Ocean,ONE,235.02,264.08,29.06,0.7284,0.8207,16.28,276,184,354,0.5334,1.2865,Y,165519.78,port_hold
SHP_0564,2026-01-26 10:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Critical,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,MSC,352.44,359.95,7.51,0.7601,0.2785,19.44,427,178,351,0.2047,1.2355,Y,168445.88,delivered
SHP_0565,2026-01-27 09:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,CMA CGM,233.98,248.64,14.66,0.4024,0.3939,20.23,541,222,235,0.2553,1.2792,Y,187285.51,delivered
SHP_0566,2026-01-27 10:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Low,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,Evergreen,342.74,366.7,23.96,0.3421,0.6318,20.33,595,211,265,0.3829,1.2475,Y,194405.87,delivered
SHP_0567,2026-01-28 01:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,MSC,214.4,232.23,17.83,0.3236,0.6651,20.23,365,221,301,0.1672,1.256,Y,217286.42,delivered
SHP_0568,2026-01-28 14:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,CMA CGM,233.13,250.15,17.02,0.2124,0.6594,23.31,535,191,293,0.3875,1.2886,Y,204207.16,delivered
SHP_0569,2026-01-29 17:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Critical,Mumbai Port,India,18.9497,72.8356,Busan Port,South Korea,35.1796,129.0756,Mumbai Port|Busan Port,7044,Ocean,MSC,222.7,240.39,17.69,0.4713,0.2635,13.89,474,209,336,0.0798,1.2128,Y,189616.8,delivered
SHP_0570,2026-01-29 15:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,MSC,275.01,292.1,17.09,0.7317,0.3833,16.91,582,184,273,0.3513,1.1568,Y,183875.63,delivered
SHP_0571,2026-01-30 04:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,ONE,306.38,328.6,22.22,0.6571,0.3654,21.11,452,214,295,0.4408,1.2462,Y,172308.57,delivered
SHP_0572,2026-01-30 23:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,ONE,270.87,295.66,24.79,0.3567,0.7104,13.44,359,199,288,0.3247,1.1855,Y,169975.81,delivered
SHP_0573,2026-01-31 09:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Critical,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,Hapag-Lloyd,216.39,239.46,23.07,0.655,0.5221,21.6,563,182,375,0.3982,1.1477,Y,165068.27,delivered
SHP_0574,2026-02-01 07:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Low,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,MSC,306.09,330.08,23.99,0.2386,0.38,15.91,489,196,388,0.3144,1.0474,Y,159490.9,delivered
SHP_0575,2026-02-01 16:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mumbai Port,India,18.9497,72.8356,Busan Port,South Korea,35.1796,129.0756,Mumbai Port|Busan Port,7044,Ocean,Hapag-Lloyd,230.33,243.76,13.43,0.4015,0.4296,19.6,424,182,394,0.4759,1.2354,Y,157317.91,delivered
SHP_0576,2026-02-02 05:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,CMA CGM,282.85,294.28,11.43,0.5558,0.1442,7.31,545,193,369,0.4009,1.1096,Y,158062.34,delivered
SHP_0577,2026-02-02 16:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Medium,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,MSC,253.45,274.91,21.46,0.2658,0.343,15.34,374,229,403,0.4757,1.2716,Y,116490.95,in_transit
SHP_0578,2026-02-03 20:00:00,1001,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,Low,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,ONE,256.03,273.34,17.31,0.4022,0.3304,19.62,459,189,414,0.3545,1.1824,Y,181351.57,delivered
SHP_0579,2026-02-04 05:00:00,1007,Pharma,Cold Chain,SUP_011,Kaveri BioMaterials,India,Asia,Logistics,High,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,CMA CGM,285.51,300.98,15.47,0.4043,0.4829,11.51,448,208,312,0.5018,1.3423,Y,188166.63,delivered
